Plant Name,Plant Code,State,Sector Name,Prime Movers,Fuel Types
Tech Park Solar,59455,AZ,Electric utility non-cogen,PV,SUN
Technology Drive Solar,58964,VT,Electric utility non-cogen,PV,SUN
Techren Solar I LLC,61611,NV,Electric utility non-cogen,PV,SUN
Techren Solar II LLC,61930,NV,Electric utility non-cogen,PV,SUN
Telfair Thompson,62883,GA,Electric utility non-cogen,PV,SUN
"Temescal Canyon RV, LLC",57656,CA,Electric utility non-cogen,PV,SUN
Temple Solar Arrays,60848,PA,Electric utility non-cogen,PV,SUN
Templeton,59731,MA,Electric utility non-cogen,PV,SUN
Tequesquite Landfill Solar PV Project,60035,CA,Electric utility non-cogen,PV,SUN
Terra Francesco,59541,CA,Electric utility non-cogen,PV,SUN
"Thanksgiving Fire Solar Farm, LLC",62786,NC,Electric utility non-cogen,PV,SUN
The City of Vineland at North Vineland,57746,NJ,Electric utility non-cogen,PV,SUN
The City of Vineland at West Vineland,57745,NJ,Electric utility non-cogen,PV,SUN
The Clorox Company,60461,MD,Electric utility non-cogen,PV,SUN
The Lawrenceville School Solar Facility,58356,NJ,Electric utility non-cogen,PV,SUN
Theodore Drive Community Solar,61296,MA,Electric utility non-cogen,PV,SUN
Thermo Fisher,63404,NJ,Electric utility non-cogen,PV,SUN
Thomas Creek Solar,63443,OR,Electric utility non-cogen,PV,SUN
Thornton PV1,59152,NC,Electric utility non-cogen,PV,SUN
Three Bridge,62540,NC,Electric utility non-cogen,PV,SUN
Three Peaks Power,60432,UT,Electric utility non-cogen,PV,SUN
"Thunderegg Solar Center, LLC",60334,OR,Electric utility non-cogen,PV,SUN
Tiburon Holdings,59217,NC,Electric utility non-cogen,PV,SUN
Ticket Network South Windsor,63354,CT,Electric utility non-cogen,PV,SUN
Tickle Creek Solar,63442,OR,Electric utility non-cogen,PV,SUN
Tides Lane Farm,60429,NC,Electric utility non-cogen,PV,SUN
Tihonet Solar,58749,MA,Electric utility non-cogen,PV,SUN
Tiller CSG,62098,MN,Electric utility non-cogen,PV,SUN
Timber Creek HS,60771,NJ,Electric utility non-cogen,PV,SUN
Timber Road IV,62944,OH,Electric utility non-cogen,WT,SUN
Time Warner Cable - Knowles,60904,NY,Electric utility non-cogen,PV,SUN
Time Warner Cable Enterprises - Martino,61577,NY,Electric utility non-cogen,PV,SUN
Tinton Falls Solar Farm,58483,NJ,Electric utility non-cogen,PV,SUN
Tioga Solar Morris County 1 LLC,58917,NJ,Commercial non-cogen,PV,SUN
Tippecanoe Solar Power Plant,63137,IN,Electric utility,PV,SUN
Tipton Solar Park,62305,IN,Electric utility,PV,SUN
Tisbury Landfill Solar,59573,MA,Electric utility non-cogen,PV,SUN
Titan Solar,61811,CO,Electric utility non-cogen,PV,SUN
Titusville Solar,57815,NJ,Commercial non-cogen,PV,SUN
Tolland Solar NG LLC,62581,MA,Electric utility non-cogen,PV,SUN
Tolson Solar,61131,NC,Electric utility non-cogen,PV,SUN
Tom Sifers Solar,63163,CO,Electric utility non-cogen,PV,SUN
Tompkins Cortland Community College,60431,NY,Electric utility non-cogen,PV,SUN
Topaz Solar Farm,57695,CA,Electric utility non-cogen,PV,SUN
Town of Branford,62076,CT,Electric utility non-cogen,PV,SUN
Town of Cary,59377,NC,Electric utility non-cogen,PV,SUN
Town of Chestertown- Chestertown WWTP,60096,MD,Electric utility non-cogen,PV,SUN
Town of East Bridgewater CSG,58586,MA,Electric utility non-cogen,PV,SUN
Town of Foxborough - Landfill (SREC II) CSG,61591,MA,Electric utility non-cogen,PV,SUN
Town of Halfmoon,60115,NY,Electric utility non-cogen,PV,SUN
Town of Lexington Solar,60816,MA,Electric utility non-cogen,PV,SUN
Town of Needham VNEM CSG,60110,MA,Electric utility non-cogen,PV,SUN
Town of Norfolk MA at Medway Branch,57942,MA,Electric utility non-cogen,PV,SUN
Town of Rocky Hill PV CSG,61541,CT,Electric utility non-cogen,PV,SUN
Town of Uxbridge MA at Commerce Dr,57941,MA,Electric utility non-cogen,PV,SUN
Town of Williamson Landfill PV,59613,NY,Commercial non-cogen,PV,SUN
Toyota HQ Plan,61895,TX,Electric utility non-cogen,PV,SUN
"Toys R Us- DE, Inc. at Mt. Olive, NJ",57647,NJ,Electric utility non-cogen,PV,SUN
Tracy Solar,59498,NC,Electric utility non-cogen,PV,SUN
Trenton Solar Farm,57352,NJ,Electric utility,PV,SUN
Trenton Solar Farm (MO),60704,MO,Electric utility non-cogen,PV,SUN
Trenton Solar Power Plant,62543,FL,Electric utility,PV,SUN
Trexlertown Solar Array North and South,57519,PA,Industrial non-cogen,PV,SUN
Tri-County Solar Facility,60544,GA,Electric utility,PV,SUN
Trinity Solar,60291,NC,Electric utility non-cogen,PV,SUN
Tripple State Farm,61086,NC,Electric utility non-cogen,PV,SUN
Tropico Solar PV Plant,59599,CA,Electric utility non-cogen,PV,SUN
Troup RC50,62885,GA,Electric utility non-cogen,PV,SUN
Trout Creek Solar,62260,CO,Electric utility non-cogen,PV,SUN
True North,59390,MA,Electric utility non-cogen,PV,SUN
Tulare 1 and 2,58642,CA,Electric utility non-cogen,PV,SUN
"Tumbleweed Solar, LLC",61580,OR,Electric utility non-cogen,PV,SUN
Tungsten Mountain,60785,NV,Electric utility non-cogen,"BT,PV","SUN,GEO"
Turkey Branch Solar LLC,58670,NC,Electric utility non-cogen,PV,SUN
Turkey Creek PV1,60000,NC,Electric utility non-cogen,PV,SUN
Turner Rd Community Solar Project,62160,NY,Electric utility non-cogen,PV,SUN
Turquoise Liberty Solar,62980,NV,Electric utility non-cogen,PV,SUN
Turrill Solar Farm,60347,MI,Electric utility,PV,SUN
Tuttle,61618,OK,Electric utility,PV,SUN
Twin Branch PV,59861,IN,Electric utility,PV,SUN
Twin Lakes,62633,FL,Electric utility,PV,SUN
Twiss Street Solar,59624,MA,Electric utility non-cogen,PV,SUN
Two Lines Farm,58348,NC,Electric utility non-cogen,PV,SUN
Two Mile Desert Project,60510,NC,Electric utility non-cogen,PV,SUN
Two Mile Solar,59427,NC,Electric utility non-cogen,PV,SUN
Tyngsborough Solar,61598,MA,Electric utility non-cogen,PV,SUN
UASTP I,57392,AZ,Electric utility,PV,SUN
UC Davis South Campus,59872,CA,Commercial non-cogen,PV,SUN
UC Merced Solar Hybrid,61995,CA,Electric utility non-cogen,PV,SUN
UC Riverside Lots 30 & 32,62016,CA,Electric utility non-cogen,PV,SUN
UI RCP Bridgeport Seaside,60054,CT,Electric utility,"PV,FC","NG,SUN"
UMASS,61603,MA,Electric utility non-cogen,PV,SUN
UMCES Ground Mount,62405,MD,Electric utility non-cogen,PV,SUN
UMES (MD) - Princess Anne,59749,MD,Electric utility non-cogen,PV,SUN
UMMS at Pocomoke,58329,MD,Electric utility non-cogen,PV,SUN
US Foods Solar,60808,NJ,Electric utility non-cogen,PV,SUN
US GSA - Sacramento,60846,CA,Electric utility non-cogen,PV,SUN
US-TOPCO (Soccer Center),60086,CA,Electric utility non-cogen,PV,SUN
USAA Black Bear Energy,62612,NJ,Electric utility non-cogen,PV,SUN
USG 1,61682,CA,Electric utility non-cogen,PV,SUN
USG 2,61683,CA,Electric utility non-cogen,PV,SUN
USPS PV,61250,CA,Electric utility,PV,SUN
USS Big Lake 1 Solar CSG,61997,MN,Electric utility non-cogen,PV,SUN
USS Brockway Solar CSG,62049,MN,Electric utility non-cogen,PV,SUN
USS Brude Solar CSG,62361,MN,Electric utility non-cogen,PV,SUN
USS Centerfield Solar CSG,62335,MN,Electric utility non-cogen,PV,SUN
USS Cheyenne Solar LLC CSG,63145,MN,Electric utility non-cogen,PV,SUN
USS DVL Solar CSG,62360,MN,Electric utility non-cogen,PV,SUN
USS Dubhe Solar CSG,62048,MN,Electric utility non-cogen,PV,SUN
USS East Hauer Watt CSG,62362,MN,Electric utility non-cogen,PV,SUN
USS Eggo Solar CSG,62359,MN,Electric utility non-cogen,PV,SUN
USS Good Solar CSG,61998,MN,Electric utility non-cogen,PV,SUN
USS Greenhouse Solar LLC CSG,63143,MN,Electric utility non-cogen,PV,SUN
USS Haven Solar LLC CSG,63138,MN,Electric utility non-cogen,PV,SUN
USS Hockey Pad Solar CSG,62334,MN,Electric utility non-cogen,PV,SUN
USS JJ Solar CSG,62047,MN,Electric utility non-cogen,PV,SUN
USS Kasch Solar CSG,61999,MN,Electric utility non-cogen,PV,SUN
USS King 2 CSG,62358,MN,Electric utility non-cogen,PV,SUN
USS Kost Trail Solar CSG,62339,MN,Electric utility non-cogen,PV,SUN
USS Lake Patterson Solar CSG,62337,MN,Electric utility non-cogen,PV,SUN
USS Nillie Corn Solar CSG,62046,MN,Electric utility non-cogen,PV,SUN
USS Norelius Solar CSG,62045,MN,Electric utility non-cogen,PV,SUN
USS Rapidan Solar CSG,62338,MN,Electric utility non-cogen,PV,SUN
USS Rockpoint Solar CSG,62000,MN,Electric utility non-cogen,PV,SUN
USS Solar Dawn CSG,62044,MN,Electric utility non-cogen,PV,SUN
USS Solar Rapids CSG,62042,MN,Electric utility non-cogen,PV,SUN
USS Turkey Solar LLC CSG,63148,MN,Electric utility non-cogen,PV,SUN
USS Webster Solar CSG,62336,MN,Electric utility non-cogen,PV,SUN
USS White Cloud LLC CSG,63139,MN,Electric utility non-cogen,PV,SUN
Ulster County Solar,62777,NY,Electric utility non-cogen,PV,SUN
Union HS at Casa Grande,58516,AZ,Electric utility non-cogen,PV,SUN
United Stationers Supply Solar Electric,58040,NJ,Commercial non-cogen,PV,SUN
Univ of California San Diego Solar,57856,CA,Commercial non-cogen,PV,SUN
University Park Solar,62119,PA,Electric utility non-cogen,PV,SUN
Upchurch Solar Center LLC,58812,NC,Electric utility non-cogen,PV,SUN
Upper Blackstone (MA) Treasure Valley,59781,MA,Electric utility non-cogen,PV,SUN
Upper Marlboro 1 CSG,63075,MD,Electric utility non-cogen,PV,SUN
Upson Rocky Creek Solar Plant,58485,GA,Electric utility non-cogen,PV,SUN
Upton Community Solar,61297,MA,Electric utility non-cogen,PV,SUN
Upton County Solar,60581,TX,Electric utility non-cogen,PV,SUN
Ursa Community Solar,60712,MN,Electric utility non-cogen,PV,SUN
Utah Red Hills Renewable Energy Park,58660,UT,Electric utility non-cogen,PV,SUN
VA Sepulveda Ambulatory Care Center,58249,CA,Commercial non-cogen,PV,SUN
VEC Alburgh Array,60860,VT,Electric utility non-cogen,PV,SUN
VEC Magee Hill Solar,60954,VT,Electric utility non-cogen,PV,SUN
Vaca Dixon Solar Station,57041,CA,Electric utility,PV,SUN
Vacaville,59058,CA,Electric utility non-cogen,PV,SUN
Valdosta,60448,GA,Electric utility non-cogen,PV,SUN
Valdosta Prison,61468,GA,Electric utility non-cogen,PV,SUN
"Vale Air Solar Center, LLC",60335,OR,Electric utility non-cogen,PV,SUN
Valencia 1 Solar CA,61418,CA,Electric utility non-cogen,PV,SUN
Valencia Solar,59454,AZ,Electric utility non-cogen,PV,SUN
"Valentine Solar, LLC",62288,CA,Electric utility non-cogen,PV,SUN
Valley Center,60509,CA,Electric utility non-cogen,PV,SUN
Valley Center 1,58906,CA,Electric utility non-cogen,PV,SUN
Valley Center 2,58907,CA,Electric utility non-cogen,PV,SUN
Valley Creek Solar,61828,OR,Electric utility non-cogen,PV,SUN
Valley Sanitary District WTP Solar,60824,CA,Electric utility non-cogen,PV,SUN
Valley View Solar,60247,CO,Electric utility non-cogen,PV,SUN
"Valparaiso Solar, LLC",58797,IN,Electric utility non-cogen,PV,SUN
"Van Slyke Solar Center, LLC",59761,NC,Electric utility non-cogen,PV,SUN
"Vance Solar Farm, LLC",59928,NC,Electric utility non-cogen,PV,SUN
Vandenberg Solar Project,61463,CA,Electric utility non-cogen,PV,SUN
Vaughn Creek PV1,60001,NC,Electric utility non-cogen,PV,SUN
Vega Community Solar,60944,MN,Electric utility non-cogen,PV,SUN
Vega Solar,59555,CA,Electric utility non-cogen,PV,SUN
Venable Solar 1,58289,CA,Electric utility non-cogen,PV,SUN
Venable Solar 2,58290,CA,Electric utility non-cogen,PV,SUN
Veseli Community Solar Garden,61570,MN,Electric utility non-cogen,PV,SUN
Vickers,59190,NC,Electric utility non-cogen,PV,SUN
Vicksburg Solar,59605,NC,Electric utility non-cogen,PV,SUN
Victor Dry Farm Ranch A,58418,CA,Electric utility non-cogen,PV,SUN
Victor Dry Farm Ranch B,58419,CA,Electric utility non-cogen,PV,SUN
Victor Mesa Linda B2,59269,CA,Electric utility non-cogen,PV,SUN
Victor Mesa Linda C2,59270,CA,Electric utility non-cogen,PV,SUN
Victor Mesa Linda D2,59271,CA,Electric utility non-cogen,PV,SUN
Victor Mesa Linda E2,59272,CA,Electric utility non-cogen,PV,SUN
Victor Valley CC CPV Solar,57254,CA,Commercial non-cogen,PV,SUN
Victory Solar LLC,60764,CO,Electric utility non-cogen,PV,SUN
Vilas Solar Array,61606,CO,Electric utility non-cogen,PV,SUN
Villa Roma Rd #3 CSG,62527,NY,Electric utility non-cogen,PV,SUN
Villa Roma Rd #4 CSG,62528,NY,Electric utility non-cogen,PV,SUN
Vinam,58450,CA,Electric utility non-cogen,PV,SUN
Vincent Solar,61950,SC,Electric utility non-cogen,PV,SUN
Vineland Headquarters,57742,NJ,Electric utility non-cogen,PV,SUN
Vineland Mays Landing Solar,57660,NJ,Electric utility non-cogen,PV,SUN
Vintner Solar,58509,CA,Electric utility non-cogen,PV,SUN
Violet Solar,60961,NC,Electric utility non-cogen,PV,SUN
Viper Solar,60920,NC,Electric utility non-cogen,PV,SUN
Vista Grande HS at Casa Grande,58517,AZ,Electric utility non-cogen,PV,SUN
Vista Solar Energy Center,62467,NM,Electric utility,PV,SUN
Volkman Road Solar Array Hybrid,61334,IN,Electric utility,PV,SUN
Volkswagen Solar System,58401,TN,Electric utility non-cogen,PV,SUN
Vuelta Solar,61245,MA,Electric utility non-cogen,PV,SUN
Vulcraft Solar,60365,NY,Electric utility non-cogen,PV,SUN
WC Landfill Energy LLC,57848,NJ,Electric utility non-cogen,PV,SUN
WEA Texas Bayonne,57383,NJ,Electric utility,PV,SUN
"WED GW Solar, LLC",62118,RI,Electric utility non-cogen,PV,SUN
WED Kingstown Solar I - East Array,61622,RI,Electric utility non-cogen,PV,SUN
"WED Kingstown Solar I, LLC - West",61612,RI,Electric utility non-cogen,PV,SUN
WED Stilson Solar,61613,RI,Electric utility non-cogen,PV,SUN
WHA Southbridge Solar Park CSG,61934,DE,Electric utility non-cogen,PV,SUN
WSMR I,58010,NM,Electric utility non-cogen,PV,SUN
WWRF Solar Plant,56922,CO,Electric utility non-cogen,PV,SUN
WYM 1250 Palmer LLC,60614,MA,Electric utility non-cogen,PV,SUN
Wabasha Holdco Solar CSG,60838,MN,Electric utility non-cogen,PV,SUN
Wabasha Solar,62800,MN,Electric utility non-cogen,PV,SUN
Waco Farm,58863,NC,Electric utility non-cogen,PV,SUN
Wadesboro 4,62627,NC,Electric utility non-cogen,PV,SUN
Wadesboro Farm 1,61087,NC,Electric utility non-cogen,PV,SUN
Wadesboro Farm 2,60575,NC,Electric utility non-cogen,PV,SUN
Wadesboro Farm 3,60576,NC,Electric utility non-cogen,PV,SUN
Wadesboro Solar,61129,NC,Electric utility non-cogen,PV,SUN
Wagstaff Farm 1,58862,NC,Electric utility non-cogen,PV,SUN
Waihonu North Solar,58655,HI,Electric utility non-cogen,PV,SUN
Waihonu South Solar,58656,HI,Electric utility non-cogen,PV,SUN
Waipio Solar,60024,HI,Electric utility non-cogen,PV,SUN
WakeSun LLC,60694,MN,Electric utility non-cogen,PV,SUN
Wakefern Food Corp,58123,NJ,Electric utility non-cogen,PV,SUN
Wakefield Solar,61536,NC,Electric utility non-cogen,PV,SUN
Wal-Mart Truth or Consequences PV,60341,NM,Electric utility non-cogen,PV,SUN
Walgreens Woodland Distribution Center,57006,CA,Electric utility non-cogen,PV,SUN
Wallace,59050,NC,Electric utility non-cogen,PV,SUN
Walmart Casa Grande,57939,AZ,Electric utility non-cogen,PV,SUN
Walnut Springs Solar,61370,TX,Electric utility non-cogen,PV,SUN
Walpole Solar 2,58936,MA,Electric utility non-cogen,PV,SUN
Walt Disney World Solar Facility,59973,FL,Electric utility,PV,SUN
Walters Solar (FLS 260),59603,NC,Electric utility non-cogen,PV,SUN
Walton 1 Solar Facility,61311,KY,Electric utility,PV,SUN
Walton 2 Solar Facility,61312,KY,Electric utility,PV,SUN
Wareham MA 1 Community Solar,60443,MA,Electric utility non-cogen,PV,SUN
Wareham Solar PV,62055,MA,Electric utility,PV,SUN
Warren County Solar,56888,NJ,Electric utility non-cogen,PV,SUN
Warren DPC Solar,60890,WI,Electric utility non-cogen,PV,SUN
Warren Solar Farm LLC,62223,NC,Electric utility non-cogen,PV,SUN
Warrenton Farm,58312,NC,Electric utility non-cogen,PV,SUN
Warrenton I Solar,62100,NC,Electric utility non-cogen,PV,SUN
Warsaw Farm,58848,NC,Electric utility,PV,SUN
Warsaw I,59119,NC,Electric utility non-cogen,PV,SUN
Warsaw II,59120,NC,Electric utility non-cogen,PV,SUN
Waseca Solar,60532,MN,Electric utility non-cogen,PV,SUN
WasecaSun,61142,MN,Electric utility non-cogen,PV,SUN
Washburn Road Solar,62646,MA,Electric utility non-cogen,PV,SUN
Washington Airport Solar LLC,58845,NC,Electric utility non-cogen,PV,SUN
"Washington Millfield Solar, LLC",58846,NC,Electric utility non-cogen,PV,SUN
Washington White Post Solar LLC,58135,NC,Electric utility non-cogen,PV,SUN
Waste Water Treatment Plant,59060,MA,Electric utility non-cogen,PV,SUN
Watauga Solar,61951,SC,Electric utility non-cogen,PV,SUN
Waterford Holdco CSG,61452,MN,Electric utility non-cogen,PV,SUN
"Waterloo Solar, LLC",58796,IN,Electric utility non-cogen,PV,SUN
Waterville CSG Solar Holdings LLC,61627,MN,Electric utility non-cogen,PV,SUN
Watervliet PV,59853,MI,Electric utility,PV,SUN
Watson Seed Farm PV1,59153,NC,Electric utility non-cogen,PV,SUN
Watts 3115,58454,CA,Electric utility non-cogen,PV,SUN
Watts Farm,58317,NC,Electric utility non-cogen,PV,SUN
WaveSun Community Solar,61587,MN,Electric utility non-cogen,PV,SUN
Wayne Solar I LLC,60602,NC,Electric utility non-cogen,PV,SUN
Wayne Solar II LLC,60598,NC,Electric utility non-cogen,PV,SUN
Wayne Solar III LLC,60597,NC,Electric utility non-cogen,PV,SUN
Waynesboro Community Solar,62409,GA,Electric utility,PV,SUN
Waynesville Solar Farm (MO),60706,MO,Electric utility non-cogen,PV,SUN
Webberville Solar Project,57699,TX,Electric utility non-cogen,PV,SUN
Weber State University - Davis Campus PV,60821,UT,Electric utility non-cogen,PV,SUN
Webster Holdco Solar CSG,60830,MN,Electric utility non-cogen,PV,SUN
Weld 1 Community Solar Array,60720,CO,Electric utility non-cogen,PV,SUN
Wellons Farm,59584,NC,Electric utility non-cogen,PV,SUN
Wendell Solar Farm LLC,62595,NC,Electric utility non-cogen,PV,SUN
West Boylston Community Shared Solar,61415,MA,Electric utility,PV,SUN
West Bridgewater AB CSG,60424,MA,Electric utility non-cogen,PV,SUN
West Brookfield Solar - Gilbertsville Rd CSG,61629,MA,Electric utility non-cogen,PV,SUN
"West Brookfield Solar, LLC",60644,MA,Electric utility non-cogen,PV,SUN
West Davisville Solar,59043,RI,Electric utility non-cogen,PV,SUN
West Dubuque Solar,60951,IA,Electric utility,PV,SUN
West Faribault Solar,60533,MN,Electric utility non-cogen,PV,SUN
West Gates Solar Station,58206,CA,Electric utility,PV,SUN
West Greenwich Solar,58214,RI,Electric utility non-cogen,PV,SUN
West Loch Solar One,61987,HI,Electric utility,PV,SUN
West Moore Solar II,61625,TX,Electric utility non-cogen,PV,SUN
West Pemberton,59186,NJ,Electric utility non-cogen,PV,SUN
West Salisbury Farm LLC,59111,NC,Electric utility non-cogen,PV,SUN
West Siler Farm LLC,59112,NC,Electric utility non-cogen,PV,SUN
West Street Solar 1 LLC,63131,MA,Electric utility non-cogen,PV,SUN
West Tennessee Solar Farm,58431,TN,Electric utility non-cogen,PV,SUN
West Valley High School Solar,58244,CA,Commercial non-cogen,PV,SUN
West Waconia Solar,60534,MN,Electric utility non-cogen,PV,SUN
West of the Pecos Solar,62415,TX,Electric utility non-cogen,PV,SUN
Westar Cities Solar,60956,KS,Electric utility non-cogen,PV,SUN
Westborough Solar LLC,59368,MA,Electric utility non-cogen,PV,SUN
Western 102 Power Plant,56500,NV,Industrial non-cogen,"IC,PV","NG,SUN"
Western Antelope Blue Sky B,59961,CA,Electric utility non-cogen,PV,SUN
Western Antelope Blue Sky Ranch A,58626,CA,Electric utility non-cogen,PV,SUN
Western Antelope Dry Ranch,58627,CA,Electric utility non-cogen,PV,SUN
Western Michigan Solar Gardens,60117,MI,Electric utility,PV,SUN
Westford Solar Park,58534,MA,Electric utility non-cogen,PV,SUN
Westlands Solar PV Farm,58616,CA,Electric utility non-cogen,PV,SUN
Westminster,62443,VT,Electric utility non-cogen,PV,SUN
"Westminster Renewables, LLC CSG",62226,MA,Electric utility non-cogen,PV,SUN
Westmont 300A,61249,CA,Electric utility non-cogen,PV,SUN
Westmont 300B,60914,CA,Electric utility non-cogen,PV,SUN
Westmont 301,61593,CA,Commercial non-cogen,PV,SUN
Westmont 400A,61348,CA,Electric utility non-cogen,PV,SUN
Westmont 400B,61349,CA,Electric utility non-cogen,PV,SUN
Westmont 401,61594,CA,Commercial non-cogen,PV,SUN
Weston Landfill Solar,61537,MA,Electric utility non-cogen,PV,SUN
Westport MA 1 Community Solar,60473,MA,Electric utility non-cogen,PV,SUN
